churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,dirty_row_flag,dirty_row_reason,refund_amount_clean
C-462222,A-ae052e,07-10-2023,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-46580a,A-81edc3,03-03-2024,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-466a70,A-ee42db,23-06-2023,pricing,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-4691eb,A-7c83a1,19-05-2024,unknown,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-474d36,A-6f50ae,26-02-2024,features,0,FALSE,FALSE,TRUE,,True,"[""blank_feedback_text""]",0.0
C-47694c,A-0cc442,23-10-2024,budget,59.52,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",59.52
C-47cdaa,A-9affe6,12-01-2024,features,83.06,FALSE,FALSE,FALSE,missing features,False,,83.06
C-480232,A-31ab9a,23-09-2024,competitor,0,FALSE,FALSE,TRUE,too expensive,False,,0.0
C-481838,A-af0cd2,26-10-2023,unknown,0,FALSE,TRUE,FALSE,switched to competitor,False,,0.0
C-484fba,A-0a282f,31-12-2024,support,62.66,FALSE,TRUE,FALSE,too expensive,False,,62.66
C-486194,A-2ebb4b,29-12-2024,features,0,TRUE,FALSE,TRUE,missing features,False,,0.0
C-488b42,A-1b707d,21-07-2023,competitor,0,FALSE,FALSE,TRUE,missing features,False,,0.0
C-48906a,A-5a92e7,11-11-2024,budget,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-48c0c8,A-53f4e3,06-12-2024,competitor,0,FALSE,TRUE,TRUE,too expensive,False,,0.0
C-48f456,A-8bde0c,28-11-2024,features,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-494a16,A-5a184f,11-09-2024,support,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-49868d,A-309e54,14-12-2024,support,106.67,FALSE,FALSE,FALSE,missing features,False,,106.67
C-499165,A-8ae3fc,10-08-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-49de12,A-5c9849,13-11-2024,unknown,0,FALSE,TRUE,FALSE,too expensive,False,,0.0
C-4a3e8e,A-54ecc2,23-11-2024,support,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-4ab0e2,A-e7a1e2,08-09-2024,support,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-4b071b,A-118d55,25-11-2024,unknown,0,TRUE,TRUE,FALSE,missing features,False,,0.0
C-4b854f,A-ef84cf,28-09-2024,pricing,0,TRUE,FALSE,TRUE,too expensive,False,,0.0
C-4bbb74,A-c37cab,16-11-2024,competitor,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-4c2a9f,A-ff3c73,09-12-2023,competitor,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-4c523f,A-05d3b3,12-03-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-4cdb6f,A-f25509,15-06-2024,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-4d517f,A-13466a,18-11-2023,support,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-4dc992,A-39b19f,11-03-2023,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-4dfeb8,A-56962b,27-07-2024,unknown,45.83,FALSE,FALSE,FALSE,switched to competitor,False,,45.83
C-4f6d90,A-6a7c9d,15-11-2024,features,178.84,FALSE,FALSE,FALSE,missing features,False,,178.84
C-4f6e40,A-cb5333,11-08-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-4f7342,A-f45426,13-11-2024,pricing,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-50dbff,A-31ab9a,09-08-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-515343,A-b54c01,23-10-2024,budget,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-5328d6,A-0b0d6d,31-12-2024,competitor,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-533d1c,A-1619f8,19-07-2024,competitor,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-53546c,A-e61e98,19-10-2024,features,0,FALSE,TRUE,FALSE,switched to competitor,False,,0.0
C-5368b0,A-e83938,11-08-2024,pricing,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-54993f,A-c43359,19-12-2024,support,8.92,FALSE,FALSE,FALSE,missing features,False,,8.92
C-54ce4f,A-6dee43,14-01-2024,pricing,143.8,FALSE,FALSE,FALSE,switched to competitor,False,,143.8
C-551bc8,A-87aa7b,07-06-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-555f55,A-794a0b,09-09-2024,budget,0,FALSE,TRUE,FALSE,switched to competitor,False,,0.0
C-55f4ec,A-0cc442,20-07-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-562e14,A-c16cf7,08-11-2024,budget,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-5689de,A-00bed1,03-01-2024,unknown,21.17,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",21.17
C-56b504,A-ef84cf,14-08-2024,unknown,18.81,FALSE,FALSE,TRUE,switched to competitor,False,,18.81
C-573a5c,A-dec005,23-11-2024,support,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-575802,A-67be94,30-06-2024,competitor,13.72,FALSE,FALSE,FALSE,too expensive,False,,13.72
C-576ecc,A-993085,21-01-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-577ffa,A-10b8f2,04-06-2024,support,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-57871b,A-6a4e2d,19-07-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-57a768,A-702032,18-04-2024,features,10.5,FALSE,FALSE,FALSE,switched to competitor,False,,10.5
C-5899b9,A-484819,29-06-2023,support,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-58deed,A-81edc3,16-12-2024,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-59499c,A-fd7ad3,12-11-2024,pricing,70.03,FALSE,FALSE,FALSE,switched to competitor,False,,70.03
C-59d7bd,A-0f3e88,11-08-2024,budget,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-5a81e7,A-37f969,25-06-2024,support,96.45,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",96.45
C-5b6094,A-296d7c,04-11-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-5cd282,A-df1e44,20-11-2024,budget,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-5cfad3,A-bece89,16-12-2023,budget,56.15,FALSE,FALSE,FALSE,missing features,False,,56.15
C-5d5768,A-bb1eaa,15-08-2024,pricing,0,FALSE,TRUE,FALSE,too expensive,False,,0.0
C-5d5a64,A-c70870,13-12-2024,competitor,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-5d91cd,A-3f9cc0,09-08-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-5d9db3,A-39868b,06-05-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-5e0998,A-faa28c,24-05-2024,features,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-5e0b68,A-1f559b,28-09-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-5f203c,A-80eeb6,09-02-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-5f43c3,A-db5e9e,29-12-2024,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-5f450a,A-c1e51e,20-12-2024,support,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-5f93ed,A-337bc1,16-12-2023,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-600a7c,A-9ee962,03-10-2024,support,0,FALSE,TRUE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-615769,A-ccb686,08-11-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-61ced5,A-acb7f7,21-03-2024,competitor,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-626a5c,A-e19ff6,18-04-2024,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-62ad35,A-6965e1,02-12-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-62daa0,A-b2225d,31-03-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-62e7a3,A-ac85cd,20-10-2024,features,83.94,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",83.94
C-64ba8a,A-cc8c8f,12-09-2024,budget,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-65ad11,A-39ddf4,13-12-2024,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-65b589,A-7a0d69,05-12-2024,competitor,0,FALSE,TRUE,FALSE,switched to competitor,False,,0.0
C-65cff3,A-ccc747,07-08-2024,budget,104.25,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",104.25
C-66b3fa,A-378b99,12-10-2024,pricing,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-66c9fe,A-86902e,07-12-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-66d447,A-fda07f,13-09-2024,support,17.34,FALSE,FALSE,FALSE,missing features,False,,17.34
C-6736e4,A-3be56b,10-01-2024,competitor,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-675c0a,A-a09355,18-10-2024,support,135.11,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",135.11
C-67d3e1,A-86fc1d,12-08-2024,support,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-681c7b,A-ff3c73,09-05-2024,competitor,2.42,FALSE,FALSE,FALSE,missing features,False,,2.42
C-695fcd,A-2e4581,23-11-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-6a6704,A-180abf,08-05-2024,support,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-6a6ed3,A-c1dfe1,21-09-2023,pricing,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-6ab303,A-4c6f11,18-10-2024,competitor,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-6ac144,A-6f50ae,06-11-2023,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-6b610a,A-df10db,12-07-2024,competitor,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-6b9663,A-104f1a,11-12-2024,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-6c63bc,A-2e3bad,30-03-2024,features,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-6cbc28,A-09316c,05-12-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-6d80a6,A-02fac6,21-08-2024,support,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-6e6bcf,A-7c6b6b,09-12-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-7007f0,A-67be94,28-05-2024,support,74.55,FALSE,FALSE,FALSE,missing features,False,,74.55
C-7074f9,A-dcc3f1,16-07-2024,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-70ab02,A-3b5cd1,21-01-2024,pricing,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-70de89,A-039727,22-12-2024,pricing,46.49,FALSE,FALSE,FALSE,switched to competitor,False,,46.49
C-71ff03,A-f19409,25-05-2023,features,0,FALSE,TRUE,FALSE,too expensive,False,,0.0
C-721738,A-d42431,26-06-2024,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-72d074,A-cc1d8d,17-12-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-736efa,A-b78bf8,06-12-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-742a59,A-812c5b,11-05-2024,support,11.83,FALSE,FALSE,FALSE,missing features,False,,11.83
C-75abb3,A-ac9111,25-06-2024,budget,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-75ddda,A-425e76,25-12-2023,competitor,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-75e17f,A-ed510f,05-05-2023,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-75fdd6,A-0f7d77,09-11-2024,competitor,0,FALSE,FALSE,TRUE,missing features,False,,0.0
C-762dd4,A-396e5f,30-11-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-76793b,A-e888d1,24-09-2023,support,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-7690f5,A-4c56c9,05-04-2024,budget,44.23,TRUE,FALSE,FALSE,missing features,False,,44.23
C-76d762,A-51ec1b,09-12-2023,unknown,0,TRUE,FALSE,TRUE,too expensive,False,,0.0
C-770066,A-84ebe4,05-01-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-775d4e,A-0651a4,25-12-2024,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-7762fe,A-54ecc2,12-09-2024,unknown,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-785e8e,A-f25509,10-11-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-78a2bb,A-fce879,03-12-2024,features,0,TRUE,FALSE,FALSE,switched to competitor,False,,0.0
C-79999b,A-58b9ff,10-10-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-7aa94d,A-038089,25-12-2024,features,19.34,FALSE,FALSE,FALSE,too expensive,False,,19.34
C-7ab794,A-ef84cf,20-11-2024,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-7befdc,A-9779ad,11-08-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-7cace4,A-484819,29-12-2023,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-7cd070,A-13466a,18-04-2024,pricing,6.51,FALSE,TRUE,TRUE,switched to competitor,False,,6.51
C-7d13bf,A-78f02b,02-12-2024,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-7d6220,A-2edab2,23-06-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-7e1bbd,A-0a62f5,18-12-2024,budget,0,TRUE,FALSE,FALSE,switched to competitor,False,,0.0
C-7e5a22,A-6965e1,09-12-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-7e7822,A-dbc825,03-02-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-7f0644,A-ae052e,17-10-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-7f85f4,A-bece89,27-07-2024,unknown,53.61,FALSE,FALSE,FALSE,switched to competitor,False,,53.61
C-7f909a,A-d535f6,26-11-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-7fcce6,A-4bfa33,08-12-2024,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-8052a7,A-faa28c,20-08-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-811879,A-ad64c6,29-07-2024,unknown,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-8153b7,A-7cfe77,19-12-2024,features,0,FALSE,TRUE,FALSE,missing features,False,,0.0
C-816288,A-c37cab,27-10-2024,pricing,4.03,FALSE,FALSE,FALSE,switched to competitor,False,,4.03
C-8203f3,A-3be56b,20-06-2024,pricing,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-83b55f,A-5790f4,25-12-2024,features,392.92,FALSE,FALSE,FALSE,switched to competitor,False,,392.92
C-84f039,A-b7724f,01-01-2024,support,78.25,TRUE,FALSE,FALSE,missing features,False,,78.25
C-859615,A-8e47ca,01-06-2024,competitor,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-85e84b,A-4814a3,25-11-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-860574,A-4e44e8,11-10-2024,budget,0,FALSE,FALSE,TRUE,switched to competitor,False,,0.0
C-864169,A-526d93,05-08-2024,support,6.77,FALSE,FALSE,FALSE,switched to competitor,False,,6.77
C-864f6f,A-e19ff6,08-01-2024,pricing,0,FALSE,TRUE,FALSE,switched to competitor,False,,0.0
C-865f19,A-c9bb3e,29-07-2024,pricing,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-86a446,A-ccb686,22-06-2024,budget,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-86f8a6,A-ccc747,15-04-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-872bcf,A-6da850,07-09-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-875dc5,A-b9f5b1,21-07-2023,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-8843d4,A-e51ec7,29-01-2024,support,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-885a34,A-71615e,16-07-2024,pricing,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-887a83,A-0baac2,15-07-2024,unknown,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-88877a,A-313be3,09-12-2023,competitor,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-88a176,A-d922bf,06-12-2024,support,11.13,FALSE,TRUE,FALSE,too expensive,False,,11.13
C-89198d,A-038089,21-10-2024,competitor,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-89af4e,A-d77f4c,06-08-2024,budget,0,FALSE,TRUE,FALSE,too expensive,False,,0.0
C-8a2d9d,A-0651a4,22-11-2024,features,0,FALSE,TRUE,FALSE,missing features,False,,0.0
C-8a3bc6,A-3b37d9,13-10-2024,support,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-8ab44a,A-c58f49,27-08-2024,competitor,0,TRUE,TRUE,FALSE,too expensive,False,,0.0
C-8ae2f5,A-f25509,17-05-2024,features,0,FALSE,FALSE,TRUE,,True,"[""blank_feedback_text""]",0.0
C-8b229b,A-44dc83,29-11-2024,unknown,98.48,FALSE,TRUE,FALSE,missing features,False,,98.48
C-8b3048,A-034368,29-08-2024,features,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-8bf15d,A-20736a,19-03-2024,competitor,64.98,FALSE,FALSE,FALSE,too expensive,False,,64.98
C-8c9a9a,A-9f0b68,10-08-2024,features,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-8cce4c,A-fa3095,23-12-2023,support,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-8d2855,A-8bde0c,30-12-2024,pricing,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-8d2bf5,A-b9eed8,23-04-2024,pricing,0,TRUE,FALSE,TRUE,switched to competitor,False,,0.0
C-8d3540,A-37f969,12-12-2024,competitor,50.41,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",50.41
C-8d834b,A-798a3f,19-07-2024,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-8e5c25,A-9b9fe9,27-12-2023,features,27.92,FALSE,FALSE,FALSE,too expensive,False,,27.92
C-8eba65,A-dcc3f1,10-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-8eda06,A-a865bd,18-03-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-8f8593,A-05d3b3,09-09-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-8f9053,A-c1e51e,09-11-2024,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-8fcdf5,A-310452,27-12-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-901c1a,A-425e76,10-08-2023,competitor,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-915973,A-7e0a10,26-09-2024,budget,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-917c1d,A-39868b,24-05-2024,budget,0,TRUE,FALSE,TRUE,too expensive,False,,0.0
C-921335,A-659280,23-07-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-92da55,A-d26ab4,26-12-2024,pricing,86.02,FALSE,FALSE,FALSE,too expensive,False,,86.02
C-92e7a2,A-d535f6,05-10-2024,unknown,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-92f5cb,A-90a8c8,29-08-2024,support,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-92f889,A-956988,30-12-2024,unknown,0,FALSE,TRUE,TRUE,too expensive,False,,0.0
C-9328ba,A-0a62f5,10-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-935f48,A-34ea2f,05-10-2024,unknown,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-947b6b,A-5a3eb9,28-04-2024,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-94eebe,A-9779ad,17-04-2024,unknown,0,TRUE,FALSE,FALSE,switched to competitor,False,,0.0
C-95a18e,A-241e75,19-12-2024,features,0,TRUE,FALSE,FALSE,switched to competitor,False,,0.0
C-95f56e,A-7f29a7,09-10-2024,unknown,23.97,TRUE,FALSE,FALSE,switched to competitor,False,,23.97
C-965d90,A-df10db,19-05-2024,competitor,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-974322,A-712533,18-07-2024,unknown,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-9775db,A-331424,21-02-2024,competitor,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-9776b7,A-40a557,08-12-2023,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-97ab4b,A-82d8a6,29-12-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-990050,A-4f18f0,01-12-2024,features,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-992f28,A-f44180,29-04-2023,competitor,38.15,FALSE,FALSE,FALSE,too expensive,False,,38.15
C-9a1ccc,A-b2af2e,14-11-2024,pricing,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-9b229e,A-249769,12-06-2024,pricing,0,FALSE,FALSE,TRUE,too expensive,False,,0.0
C-9b6151,A-2bc93d,15-08-2024,competitor,99.1,FALSE,FALSE,TRUE,switched to competitor,False,,99.1
C-9b80de,A-533452,01-12-2024,pricing,132.32,FALSE,FALSE,FALSE,missing features,False,,132.32
C-9bb1b6,A-5ed98d,02-10-2024,competitor,0,FALSE,TRUE,FALSE,missing features,False,,0.0
C-9c4603,A-c58f49,21-09-2024,support,7.6,FALSE,FALSE,FALSE,switched to competitor,False,,7.6
C-9c899e,A-1e1b80,14-10-2024,competitor,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-9c89ca,A-3a7284,26-12-2024,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-9cc7a5,A-8e47ca,18-09-2024,competitor,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-9d36da,A-bcf664,17-08-2024,competitor,0,FALSE,FALSE,TRUE,,True,"[""blank_feedback_text""]",0.0
C-9d8799,A-dfbd31,01-01-2024,features,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-9d9bff,A-f5641b,17-06-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-9e8172,A-ad64c6,03-07-2024,support,19.08,FALSE,FALSE,FALSE,missing features,False,,19.08
C-9f95d3,A-157070,06-01-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-9fd0cf,A-eb7fac,22-07-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
