subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,messiness_description
S-e79dbc,A-2e4581,2024-10-30,,Pro,66,0.0,0.0,True,False,False,False,monthly,True,no_issue
S-601f31,A-625d0b,2024-11-09,,Pro,14,686.0,8232.0,False,False,False,False,annual,True,null_end_date
S-6055d4,A-ce550d,2024-11-13,,Enterprise,35,0.0,0.0,True,False,False,False,monthly,True,no_issue
S-dcd084,A-d27f50,2024-12-05,2024-12-09,Enterprise,48,9552.0,114624.0,False,False,False,True,annual,True,no_issue
S-755e1b,A-e4144b,2024-12-18,,Pro,41,2009.0,24108.0,False,False,False,False,annual,True,no_issue
S-0000e9,A-337bc1,2024-03-05,,Enterprise,31,6169.0,74028.0,False,False,False,False,annual,True,no_issue
S-0000ea,A-271f46,2023-07-01,,Basic,38,722.0,,False,False,False,False,monthly,True,null_arr_amount
S-0000eb,A-2e3bad,2024-09-29,,Enterprise,61,12139.0,145668.0,False,False,False,False,annual,True,no_issue
S-0000ec,A-3c1a3f,2024-09-30,,Enterprise,3,597.0,7164.0,False,False,False,False,annual,True,no_issue
S-942caf,A-812c5b,2024-11-07,,Basic,71,1349.0,16188.0,False,False,False,False,monthly,True,no_issue
S-0000ed,A-08e34e,2024-07-02,,Basic,29,0.0,0.0,True,False,False,True,annual,True,flipped_churn_flag
S-0000ee,A-712426,2024-11-17,,Pro,14,,8232.0,False,False,False,False,annual,True,null_mrr_amount
S-0000ef,A-c16b88,2024-03-08,,Pro,27,0.0,0.0,True,False,False,False,annual,True,null_end_date
S-0000f0,A-fabe19,2024-12-12,2024-12-27,Enterprise,32,6368.0,76416.0,False,False,False,True,annual,True,no_issue
S-0000f1,A-7988d1,2024-08-25,,Pro,33,1617.0,19404.0,False,False,False,False,monthly,False,null_end_date
S-788739,A-700ade,2024-11-07,,Enterprise,13,2587.0,31044.0,False,False,False,False,monthly,True,no_issue
S-0000f2,A-6843f2,2024-12-15,,Enterprise,21,4179.0,50148.0,False,False,False,False,monthly,True,no_issue
S-0000f3,A-902ef7,2024-11-07,,Basic,83,1577.0,18924.0,False,False,False,False,annual,True,no_issue
S-0000f4,A-17939a,2024-12-27,,Pro,1,49.0,588.0,False,False,False,False,annual,True,no_issue
S-0000f5,A-52dd88,2023-12-15,,Basic,23,0.0,0.0,True,False,False,False,annual,True,no_issue
S-f42cc4,A-f44180,2023-04-10,,Enterprise,14,2786.0,33432.0,False,False,False,False,annual,True,no_issue
S-0000f6,A-fdfc91,2023-09-14,,Basic,29,551.0,6612.0,False,False,False,False,annual,True,no_issue
S-0000f7,A-fa3095,2024-06-04,,Basic,70,1330.0,15960.0,False,False,False,False,annual,True,no_issue
S-0000f8,A-18793f,2024-12-24,,Basic,148,2812.0,33744.0,False,False,False,False,annual,True,no_issue
S-111683,A-e6afc1,2023-11-16,,Pro,68,3332.0,39984.0,False,False,False,False,monthly,True,no_issue
S-0000f9,A-98a59a,2023-09-27,,Basic,56,1064.0,12768.0,False,False,False,False,annual,True,no_issue
S-0000fa,A-7988d1,2024-09-28,2024-11-16,Basic,33,627.0,7524.0,False,False,False,True,monthly,False,no_issue
S-0000fb,A-39ddf4,2024-12-26,,Pro,40,1960.0,,False,False,False,False,monthly,True,null_arr_amount
S-0000fc,A-31ab9a,2024-04-01,,Enterprise,3,597.0,7164.0,False,False,False,False,annual,True,no_issue
S-27f7b2,A-a1b80b,2024-04-03,,Basic,38,722.0,8664.0,False,False,False,False,annual,True,no_issue
S-658bcb,A-0cc442,2024-08-14,,Enterprise,45,8955.0,107460.0,False,False,False,True,monthly,True,flipped_churn_flag
S-0000fd,A-cea1f0,2024-06-24,,,30,570.0,6840.0,False,False,False,False,monthly,False,null_plan_tier
S-0000fe,A-eb7c38,2024-10-28,,Enterprise,35,6965.0,83580.0,False,False,False,False,monthly,True,no_issue
S-0000ff,A-e51ec7,2024-12-19,,Enterprise,10,1990.0,23880.0,False,False,False,False,monthly,True,no_issue
S-000100,A-a1b80b,2024-08-15,,Pro,16,784.0,9408.0,False,False,False,False,annual,True,no_issue
S-000101,A-59f724,2024-01-29,,Enterprise,22,4378.0,52536.0,False,False,False,False,monthly,True,no_issue
S-000102,A-cab532,2024-11-22,,Pro,21,1029.0,12348.0,False,False,False,False,annual,True,no_issue
S-000103,A-7f29a7,2024-12-03,,Basic,41,779.0,9348.0,False,False,False,False,annual,True,no_issue
S-000104,A-6da850,2024-11-10,2024-12-09,Pro,8,392.0,4704.0,False,False,False,True,monthly,False,no_issue
S-3d0aa6,A-81edc3,2024-02-09,,Enterprise,7,0.0,0.0,True,False,False,False,monthly,True,no_issue
S-000105,A-2d4502,2024-07-19,,Enterprise,41,8159.0,97908.0,False,True,False,True,annual,True,flipped_churn_flag
S-000106,A-9badbd,2024-08-28,,Basic,17,323.0,3876.0,False,False,False,False,annual,True,no_issue
S-ce61e0,A-f3ff05,2024-08-02,2024-09-01,,2,38.0,456.0,False,True,False,False,monthly,True,null_plan_tier; flipped_churn_flag
S-000107,A-139c3b,2024-11-28,,Basic,29,551.0,6612.0,False,False,False,True,annual,True,flipped_churn_flag
S-000108,A-1b707d,2024-11-08,,Basic,24,456.0,,False,True,False,False,monthly,True,null_arr_amount
S-f12a54,A-f3ff05,2024-11-24,,Pro,2,98.0,1176.0,False,False,False,False,monthly,True,no_issue
S-000109,A-55f257,2024-03-06,,Pro,14,686.0,8232.0,False,False,False,False,monthly,True,no_issue
S-00010a,A-b07b56,2024-11-29,,Basic,25,475.0,5700.0,False,False,False,False,annual,True,no_issue
S-00010b,A-ac14bb,2024-01-16,,Enterprise,71,14129.0,,False,True,False,False,annual,True,null_arr_amount
S-a2e1dd,A-c37cab,2024-08-10,2024-09-29,Enterprise,13,0.0,0.0,True,False,False,True,monthly,True,no_issue
S-00010c,A-05f0e5,2024-11-23,,Pro,58,2842.0,34104.0,False,False,False,False,annual,True,no_issue
S-00010d,A-6843f2,2024-12-19,,Basic,21,399.0,4788.0,False,False,False,False,annual,True,no_issue
S-61d573,A-0dbdc6,2024-04-24,,,30,1470.0,17640.0,False,False,False,False,annual,True,null_plan_tier
S-00010e,A-9f9299,2023-11-24,2024-07-20,Enterprise,28,5572.0,66864.0,False,False,False,True,annual,True,no_issue
S-00010f,A-7920cc,2024-03-11,,,54,10746.0,128952.0,False,False,False,True,annual,True,null_plan_tier; flipped_churn_flag
S-000110,A-bcf87c,2024-08-14,,Pro,10,490.0,5880.0,False,False,False,False,annual,False,no_issue
S-e0cd01,A-0cc442,2024-10-21,,Basic,45,855.0,10260.0,False,False,False,False,annual,False,no_issue
S-000111,A-1b9609,2024-08-28,,Enterprise,30,,71640.0,False,False,False,False,monthly,True,null_mrr_amount
S-000112,A-bcf87c,2024-11-27,,Pro,21,1029.0,12348.0,False,False,False,False,monthly,True,null_end_date
S-8789b0,A-eb7c38,2024-04-23,2024-08-02,Basic,9,171.0,2052.0,False,True,False,False,monthly,False,flipped_churn_flag
S-000113,A-bb3bd4,2024-12-16,,Enterprise,23,0.0,0.0,True,False,False,True,annual,True,flipped_churn_flag
S-000114,A-fa3095,2024-07-08,,Enterprise,70,13930.0,167160.0,False,False,False,False,annual,True,no_issue
S-6e0edc,A-a1b80b,2024-09-07,,Enterprise,16,3184.0,38208.0,False,False,False,False,annual,True,no_issue
S-000115,A-4814a3,2024-10-19,,Enterprise,87,0.0,0.0,True,False,False,False,monthly,False,no_issue
S-000116,A-e888d1,2023-09-04,,Enterprise,16,3184.0,38208.0,False,True,False,True,monthly,True,null_end_date
S-000117,A-cb6cc6,2023-08-22,,Basic,13,247.0,2964.0,False,False,False,False,monthly,True,no_issue
S-000118,A-f9cc74,2024-10-30,,Enterprise,30,5970.0,71640.0,False,False,False,False,monthly,True,no_issue
S-000119,A-2b9d3e,2023-11-21,,Enterprise,5,995.0,11940.0,False,False,False,False,annual,True,no_issue
S-00011a,A-34d880,2024-06-04,,Pro,9,0.0,0.0,True,False,False,False,monthly,True,no_issue
S-00011b,A-ad3abd,2023-11-21,2024-02-04,Basic,44,0.0,0.0,True,False,False,True,monthly,True,no_issue
S-00011c,A-149a69,2024-12-14,,Enterprise,34,6766.0,81192.0,False,False,False,False,annual,False,no_issue
S-00011d,A-18793f,2024-12-19,,Enterprise,148,29452.0,353424.0,False,False,False,False,annual,False,null_end_date
S-00011e,A-e83938,2024-06-26,,Pro,5,245.0,2940.0,False,False,False,False,annual,True,no_issue
S-00011f,A-684255,2024-06-18,2024-08-09,Enterprise,14,0.0,0.0,True,True,False,True,monthly,True,no_issue
S-91cd9b,A-cdf020,2024-01-31,2024-07-03,Pro,45,2205.0,26460.0,False,False,False,True,annual,True,no_issue
S-000120,A-dbc825,2024-04-27,,Pro,19,931.0,11172.0,False,False,False,False,annual,True,no_issue
S-8d6cec,A-32fb14,2024-07-05,,Pro,32,1568.0,18816.0,False,True,False,False,annual,True,no_issue
S-8985d3,A-016043,2024-12-02,,Basic,26,494.0,5928.0,False,False,False,False,monthly,False,no_issue
S-3ba19e,A-075038,2024-08-10,,Basic,49,0.0,,True,False,False,False,annual,True,null_arr_amount
S-000121,A-dbc825,2024-11-25,,Basic,19,361.0,4332.0,False,False,False,False,annual,True,no_issue
S-000122,A-118d55,2024-12-30,2024-12-31,Enterprise,29,5771.0,69252.0,False,False,False,True,monthly,True,no_issue
S-000123,A-9f2731,2024-11-10,,Pro,33,1617.0,19404.0,False,False,False,False,monthly,True,no_issue
S-984f8b,A-db5e9e,2024-12-28,2024-12-28,Enterprise,17,3383.0,40596.0,False,False,True,True,annual,True,no_issue
S-31be9c,A-5f2961,2024-12-02,,Basic,55,1045.0,12540.0,False,False,False,False,monthly,False,no_issue
S-000124,A-00bed1,2024-07-16,,Enterprise,28,5572.0,66864.0,False,False,False,False,annual,True,no_issue
S-c158df,A-fa2041,2024-10-27,,,18,3582.0,42984.0,False,False,False,False,monthly,True,null_plan_tier
S-000125,A-40906c,2024-11-06,,Pro,92,4508.0,54096.0,False,False,False,False,annual,True,no_issue
S-000126,A-d792a6,2024-04-26,,Pro,4,196.0,2352.0,False,False,False,False,annual,True,no_issue
S-000127,A-8ae05d,2024-06-01,,Basic,86,,19608.0,False,False,False,False,annual,False,null_mrr_amount
S-000128,A-0a62f5,2024-12-21,,Basic,25,475.0,5700.0,False,False,False,False,monthly,True,no_issue
S-000129,A-a7bd4b,2024-05-31,,Pro,51,2499.0,29988.0,False,False,False,True,annual,True,flipped_churn_flag
S-9be237,A-a6d261,2024-09-20,,Pro,26,1274.0,15288.0,False,False,False,False,annual,True,no_issue
S-00012a,A-82d8a6,2024-12-12,,Pro,37,1813.0,21756.0,False,True,False,False,monthly,True,no_issue
S-00012b,A-0be015,2024-11-19,,Basic,24,456.0,5472.0,False,False,False,False,monthly,False,no_issue
S-5be27b,A-5b4ebb,2024-10-18,,Enterprise,21,4179.0,50148.0,False,False,False,False,annual,True,no_issue
S-00012c,A-1ac5e0,2024-11-19,,Enterprise,33,6567.0,78804.0,False,False,False,False,annual,True,no_issue
S-00012d,A-db5e9e,2024-12-05,,,23,1127.0,13524.0,False,False,False,True,monthly,False,null_plan_tier; flipped_churn_flag
S-00012e,A-d4ac0e,2024-08-09,,Basic,27,513.0,6156.0,False,True,False,False,monthly,False,no_issue
S-00012f,A-4e0e85,2024-02-16,,Pro,20,0.0,0.0,True,False,False,False,annual,True,null_end_date
S-495e57,A-bbc346,2024-08-31,2024-10-26,Pro,20,980.0,11760.0,False,True,False,False,annual,True,flipped_churn_flag
S-000130,A-378b99,2024-09-10,,Pro,19,931.0,11172.0,False,False,False,False,monthly,True,no_issue
S-28a4b7,A-1e1b80,2023-12-16,,Enterprise,50,,119400.0,False,False,False,False,annual,True,null_mrr_amount
S-000131,A-d4ac0e,2024-07-02,,Enterprise,21,0.0,0.0,True,False,False,False,monthly,True,no_issue
S-000132,A-410e86,2024-11-29,,Enterprise,24,4776.0,57312.0,False,False,False,False,annual,True,no_issue
S-000133,A-30b4ca,2024-10-03,,Basic,86,1634.0,19608.0,False,False,False,True,annual,True,flipped_churn_flag
S-000134,A-0651a4,2024-12-19,,Enterprise,36,0.0,0.0,True,False,False,False,annual,True,no_issue
S-3edc14,A-d82ef9,2024-10-04,,,26,0.0,0.0,True,False,False,False,annual,True,null_plan_tier
S-000135,A-503d5a,2024-12-19,,Enterprise,56,11144.0,133728.0,False,False,False,False,annual,False,no_issue
S-8d4b81,A-2b9d3e,2024-04-28,,Basic,1,19.0,228.0,False,False,False,False,annual,False,no_issue
S-000136,A-f3ff05,2024-08-22,,Pro,4,196.0,2352.0,False,False,False,False,annual,True,no_issue
S-000137,A-ed510f,2024-09-18,,Pro,42,2058.0,24696.0,False,False,False,False,monthly,False,no_issue
S-000138,A-7f4db3,2023-03-28,2024-06-17,Pro,4,196.0,2352.0,False,False,False,True,monthly,True,no_issue
S-000139,A-c4ea60,2024-07-20,,Pro,18,882.0,10584.0,False,False,False,False,annual,True,no_issue
S-00013a,A-dfbd31,2024-12-04,,Pro,35,1715.0,20580.0,False,False,True,False,annual,True,no_issue
S-00013b,A-02cd81,2024-06-29,,Pro,44,2156.0,25872.0,False,False,False,True,annual,True,null_end_date
S-00013c,A-4a4c2d,2023-07-03,2024-01-25,Basic,54,1026.0,12312.0,False,False,False,True,monthly,True,no_issue
S-00013d,A-18793f,2024-12-30,,Basic,148,0.0,0.0,True,True,False,False,monthly,True,no_issue
S-00013e,A-ac85cd,2024-11-09,2024-12-18,Pro,53,2597.0,31164.0,False,False,False,True,annual,True,no_issue
S-36480d,A-52dd88,2024-12-04,,Pro,30,1470.0,17640.0,False,False,False,False,annual,True,no_issue
S-33e4e2,A-a1b80b,2024-09-19,,Enterprise,16,3184.0,38208.0,False,False,True,False,annual,False,no_issue
S-00013f,A-5f2961,2024-11-27,,Enterprise,7,1393.0,16716.0,False,False,False,False,annual,True,no_issue
S-000140,A-faa28c,2024-02-05,2024-10-13,Enterprise,48,9552.0,114624.0,False,False,False,True,monthly,False,no_issue
S-000141,A-0532a9,2024-10-05,,Basic,19,361.0,4332.0,False,False,False,True,annual,False,flipped_churn_flag
S-f7fa56,A-c16cf7,2024-10-18,,Pro,13,637.0,7644.0,False,False,False,False,monthly,True,no_issue
S-000142,A-1b7577,2024-11-26,2024-12-06,Basic,4,76.0,912.0,False,False,False,True,monthly,True,no_issue
S-000143,A-df10db,2023-12-05,,Pro,7,343.0,4116.0,False,True,False,False,monthly,False,null_end_date
S-000144,A-1f559b,2023-12-12,2024-05-24,Basic,16,,3648.0,False,False,False,True,monthly,True,null_mrr_amount
S-000145,A-f97b9a,2024-11-30,,Pro,54,2646.0,31752.0,False,True,False,False,annual,False,no_issue
S-000146,A-20736a,2024-10-03,,Pro,61,2989.0,35868.0,False,False,True,False,monthly,True,no_issue
S-62af97,A-05f0e5,2023-06-30,,,46,2254.0,27048.0,False,False,False,False,annual,False,null_plan_tier
S-000147,A-cab532,2023-11-03,2024-12-14,Pro,31,1519.0,18228.0,False,False,False,True,monthly,True,no_issue
S-000148,A-3932db,2024-12-31,,Enterprise,19,0.0,0.0,True,False,False,False,monthly,True,no_issue
S-f973d4,A-5247b3,2024-07-27,,Pro,24,1176.0,14112.0,False,True,False,True,monthly,True,flipped_churn_flag
S-b12284,A-0158bb,2024-06-29,,Basic,9,171.0,2052.0,False,False,False,False,annual,False,no_issue
S-000149,A-69b156,2024-06-16,,Enterprise,13,2587.0,31044.0,False,False,False,False,monthly,True,no_issue
S-00014a,A-1f7acb,2024-07-05,,Enterprise,64,,152832.0,False,False,True,False,annual,True,null_mrr_amount
S-00014b,A-f446b6,2024-09-08,,Basic,5,95.0,1140.0,False,False,False,False,annual,True,no_issue
S-00014c,A-c37cab,2024-08-01,,Enterprise,13,2587.0,31044.0,False,False,False,False,monthly,True,no_issue
S-c021c2,A-bd4708,2024-07-24,,Enterprise,37,,88356.0,False,False,False,False,annual,True,null_mrr_amount
S-00014d,A-700ade,2024-11-11,,Pro,12,588.0,7056.0,False,False,False,False,monthly,False,no_issue
S-f4db1d,A-526d93,2024-07-05,,Enterprise,43,0.0,0.0,True,False,False,False,annual,True,no_issue
S-00014e,A-19b2c8,2023-11-06,,Enterprise,20,3980.0,47760.0,False,False,False,False,monthly,True,no_issue
S-00014f,A-3ce5b8,2024-09-30,,Basic,8,152.0,1824.0,False,False,False,False,monthly,True,no_issue
S-b8fcc5,A-dbc825,2024-06-29,2024-11-20,Basic,85,1615.0,19380.0,False,True,False,True,annual,False,no_issue
S-000150,A-a8d89d,2024-09-17,,Basic,13,247.0,2964.0,False,False,False,True,annual,True,flipped_churn_flag
S-76b06c,A-54d94a,2024-08-06,,Pro,27,1323.0,15876.0,False,False,False,False,monthly,True,no_issue
S-000151,A-b30291,2024-09-27,,Basic,41,779.0,9348.0,False,False,False,False,monthly,True,no_issue
S-4d664d,A-cc1d8d,2024-12-26,,Pro,16,784.0,9408.0,False,True,True,False,annual,True,no_issue
S-000152,A-508199,2024-01-30,,,19,3781.0,45372.0,False,False,False,False,annual,False,null_plan_tier
S-000153,A-dcc2f0,2024-09-16,2024-11-03,Pro,15,735.0,8820.0,False,False,False,True,annual,True,no_issue
S-000154,A-10b8f2,2024-08-15,,Basic,47,0.0,0.0,True,True,False,True,monthly,True,flipped_churn_flag
S-a707da,A-67be94,2024-12-18,,Pro,26,1274.0,15288.0,False,True,False,False,monthly,True,no_issue
S-000155,A-1b7577,2024-12-03,,Pro,4,196.0,2352.0,False,False,False,False,annual,True,no_issue
S-cb853a,A-c37cab,2024-12-17,,Basic,23,437.0,5244.0,False,False,False,True,annual,True,flipped_churn_flag
S-000156,A-e4144b,2024-12-22,,Enterprise,41,8159.0,97908.0,False,False,False,False,annual,True,no_issue
S-000157,A-d49cc5,2024-07-06,,Basic,50,950.0,11400.0,False,False,False,True,annual,True,null_end_date; flipped_churn_flag
S-000158,A-1ac5e0,2024-11-24,,Enterprise,33,0.0,0.0,True,False,False,False,monthly,False,no_issue
S-000159,A-c7ffc2,2023-09-22,,Basic,30,570.0,6840.0,False,True,False,False,annual,True,no_issue
S-2e017b,A-432483,2023-04-02,2023-04-05,Pro,5,245.0,2940.0,False,False,False,True,annual,True,no_issue
S-c2b710,A-88c6ca,2024-11-01,,Enterprise,5,995.0,11940.0,False,False,False,False,monthly,True,no_issue
S-00015a,A-ee42db,2023-11-03,,Basic,33,627.0,7524.0,False,False,False,False,monthly,False,no_issue
S-00015b,A-8adedc,2024-08-21,,Basic,22,418.0,5016.0,False,False,False,False,monthly,True,no_issue
S-bf9b37,A-692f18,2024-05-25,,Pro,6,294.0,3528.0,False,False,False,False,annual,True,null_end_date
S-c27e9c,A-9f2731,2024-11-02,,Basic,38,722.0,8664.0,False,False,False,False,monthly,True,no_issue
S-00015c,A-6c093d,2024-05-08,,Basic,15,285.0,3420.0,False,True,False,False,monthly,True,no_issue
S-3a28a1,A-b9f5b1,2024-07-25,,Enterprise,15,,35820.0,False,False,False,False,annual,True,null_mrr_amount
S-00015d,A-0e966d,2024-10-27,,Pro,57,2793.0,33516.0,False,False,False,False,monthly,False,no_issue
S-00015e,A-bb3bd4,2024-08-18,,Basic,23,437.0,,False,False,False,False,monthly,True,null_arr_amount
